fid,FIRED_ID,GID,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,POO_LONGITUDE,POO_LATITUDE,STUSPS,Event_ID,Incid_Name,MTBS_Ig_Date,MTBS_Ig_Year,MTBS_Ig_Month,BurnBndAc,MTBS_ACRE_DIFF,MTBS_PERC_DIFF,MTBS_DATE_DIFF,ig_date,ig_day,ig_month,ig_year,last_date,event_dur,tot_pix,tot_ar_km2,fsr_px_dy,fsr_km2_dy,mx_grw_px,mn_grw_px,mu_grw_px,mx_grw_km2,mn_grw_km2,mu_grw_km2,mx_grw_dte,ig_utm_x,ig_utm_y,tot_perim,tot_ar_ac,FIRED_ACRE_DIFF,FIRED_DATE_DIFF,FIRED_PERC_DIFF,PREDICTED_ACRES,mx_grw_ha,tot_ar_ha,mx_grw_pct
"54",142160,30733,2018_9028320_BADGER HOLE,"000574",Badger Hole,WF,50671,H,false,2018/04/17 21:49:00+00,107,,0,Short Grass (1 foot),,9028320,2,,,MST7MDT,,,"North/East town of Walsh to Kansas border, north and south of route 160.",CO,106036,2018,FS,24,0,0,24,0,12,0,0,2018/04/21 19:00:00+00,2018_000574_BADGER HOLE,1,0,,,,,61,,2018/04/21 19:00:00+00,111,61,2018/04/21 19:00:00+00,111,2018/04/21 19:00:00+00,111,12667.75,2018/04/21 19:00:00+00,111,4,['FS'],FS,FS,100,[400389746],1,['CO3740110227620180417-BADGER HOLE'],107,,['Missing data/not specified/undetermined'],50671,"[{'ID': 400389746, 'MTBS_ID': 'CO3740110227620180417(BADGER HOLE)', 'COORDS': (37.4007, -102.2765), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 50671.0, 'DISC': 107, 'CONT': 'unknown'}]","[(37.4007, -102.2765)]",1,1,1,400389746,37.4007,-102.2765,CO3740110227620180417(BADGER HOLE),"(37.4007, -102.2765)",-102.27,37.4,CO,CO3740110227620180417,BADGER HOLE,2018/04/17,2018,4,49146,1525,3.10299922679364,0.909027777777778,2018-04-15,105,4,2018,2018-04-25,11,906,194.480758006609,82.3636363636364,17.6800689096917,701,1,567.459161147903,150.475729980831,0.214658673296478,121.810030681941,2018-04-19,-9017687.05813311,4163096.4143576,139928.440391443,48057.167707223,1088.83229277697,2.74236111111111,2.215505418095,56310.3910734382,15047.5729980831,19448.0758006609,77.3730684326711
"55",143692,31145,2018_9089501_BOXCAR,"000410",BOXCAR,WF,100207,U,false,2018/06/21 09:48:00+00,172,,0,Tall Grass (2.5 feet),,9089501,0,,,US/Pacific,MAUPIN,,.5 mile E of Maupin OR.,OR,3280000,2018,FS,0,0,0,0,0,0,,,2018/07/03 15:00:00+00,2018_000410_BOXCAR,12,,55,5,50,8,927.616666666667,3,2018/06/21 20:00:00+00,172,187.228571428571,2018/06/25 20:45:00+00,176,2018/06/24 21:00:00+00,175,64000,2018/06/23 15:30:00+00,174,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400312226],1,['OR4516012107120180621-BOXCAR 0410 RN'],172,193,['Natural'],100226,"[{'ID': 400312226, 'MTBS_ID': 'OR4516012107120180621(BOXCAR 0410 RN)', 'COORDS': (45.1597, -121.0705), 'CAUSE': 'Natural', 'SIZE': 100226.0, 'DISC': 172, 'CONT': 193.0}]","[(45.1597, -121.0705)]",1,1,1,400312226,45.1597,-121.0705,OR4516012107120180621(BOXCAR 0410 RN),"(45.1597, -121.0705)",-121.07,45.15,OR,OR4516012107120180621,BOXCAR 0410 RN,2018/06/21,2018,6,99874,333,0.333420109337766,0.408333333333333,2018-06-22,173,6,2018,2018-07-03,12,1849,396.903886925187,154.083333333333,33.0753239104322,726,1,591.522444564629,155.842196813243,0.214658673296478,126.975423175333,2018-06-24,-9508335.22493617,5012348.62375327,224243.354799505,98076.9349786483,1797.06502135168,0.758333333333333,1.79933217989835,114470.619368164,15584.2196813243,39690.3886925187,39.2644672796106
"56",143905,31717,2018_9206799_MARTIN,"020170",Martin,WF,435569,U,false,2018/07/05 02:48:00+00,186,,0,Brush (2 feet),,9206799,1,,,US/Pacific,Paradise Valley,,"4 miles NE Paradise Valley, NV",NV,8500000,2018,FS,1,0,0,1,0,0,0,0,2018/07/21 19:00:00+00,2018_020170_MARTIN,19,0,25,,10,96.5,2332.17222222222,21,2018/07/06 20:00:00+00,187,267.361111111111,2018/07/10 20:00:00+00,191,2018/07/09 20:00:00+00,190,166000,2018/07/08 20:15:00+00,189,4,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400311253],1,['NV4152811742720180705-MARTIN'],186,202,['Missing data/not specified/undetermined'],416821.2,"[{'ID': 400311253, 'MTBS_ID': 'NV4152811742720180705(MARTIN)', 'COORDS': (41.52733, -117.426523), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 416821.2, 'DISC': 186, 'CONT': 202.0}]","[(41.52733, -117.426523)]",1,1,1,400311253,41.52733,-117.426523,NV4152811742720180705(MARTIN),"(41.52733, -117.426523)",-117.42,41.52,NV,NV4152811742720180705,MARTIN,2018/07/05,2018,7,432180,3389,0.78416400573835,0.116666666666667,2018-07-04,185,7,2018,2018-07-23,20,6803,1460.32295443594,340.15,73.0161477217968,2760,1,1732.33705718066,592.457938298278,0.214658673296478,371.861174396724,2018-07-09,-9742771.4594993,4628262.38175162,997767.59140099,360853.103655892,71326.8963441079,0.95,16.5039789773029,420012.264089345,59245.7938298278,146032.295443594,40.5703366161987
"57",144118,31196,2018_9105584_BOYLSTON,"000355",BOYLSTON,WF,71200,U,false,2018/07/19 17:05:00+00,200,,0,Short Grass (1 foot),,9105584,0,,,US/Pacific,,,"Wanapum Rec Area, DOD -  Yakima Training Center",WA,995000,2018,FS,4,0,0,4,0,1,0,0,2018/07/23 09:00:00+00,2018_000355_BOYLSTON,3,27,1,,,2,285.875,2,2018/07/19 21:45:00+00,200,175.375,2018/07/21 16:00:00+00,202,2018/07/21 16:00:00+00,202,33100,2018/07/21 16:00:00+00,202,2,"['FS', 'FS', 'FS']",FS,FS,100,[400313527],1,['WA4695212028320180719-BOYLSTON'],200,205,['Missing data/not specified/undetermined'],71209,"[{'ID': 400313527, 'MTBS_ID': 'WA4695212028320180719(BOYLSTON)', 'COORDS': (46.951879999999996, -120.28329), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 71209.0, 'DISC': 200, 'CONT': 205.0}]","[(46.951879999999996, -120.28329)]",1,1,1,400313527,46.95188,-120.28329,WA4695212028320180719(BOYLSTON),"(46.951879999999996, -120.28329)",-120.28,46.95,WA,WA4695212028320180719,BOYLSTON,2018/07/19,2018,7,66292,4908,7.40360827852531,0.711805555555556,2018-07-11,192,7,2018,2018-07-27,17,873,187.397021787825,51.3529411764706,11.0233542228132,832,1,793.604810996564,178.596016182669,0.214658673296478,170.354155850224,2018-07-21,-9123785.670218,5210183.15371069,241841.238027543,46306.7410688805,19985.2589311195,8.54513888888889,30.147316314366,54275.0914618518,17859.6016182669,18739.7021787825,95.3035509736541
"58",144303,31536,2018_9169705_SUBSTATION 0730 RN,"000730",SUBSTATION 0730 RN,WF,78425,H,false,2018/07/17 20:21:00+00,198,,1,Short Grass (1 foot),,9169705,1,,,US/Pacific,The Dalles,,"5 miles south of The Dalles, 2 Miles west of Moro, at limits of Grass Valley",OR,4200000,2018,FS,52,0,4,52,0,4,0,1,2018/08/02 18:15:00+00,2018_000730_SUBSTATION 0730 RN,16,0,1363,45,1188,5,816.258333333333,5,2018/07/21 18:00:00+00,202,212,2018/07/19 18:00:00+00,200,2018/07/20 18:00:00+00,201,50246,2018/07/18 18:00:00+00,199,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400312261],1,['OR4557512110320180717-SUBSTATION 0730 RN'],198,218,['Missing data/not specified/undetermined'],78425,"[{'ID': 400312261, 'MTBS_ID': 'OR4557512110320180717(SUBSTATION 0730 RN)', 'COORDS': (45.5753, -121.1025), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 78425.0, 'DISC': 198, 'CONT': 218.0}]","[(45.5753, -121.1025)]",1,1,1,400312261,45.5753,-121.1025,OR4557512110320180717(SUBSTATION 0730 RN),"(45.5753, -121.1025)",-121.1,45.57,OR,OR4557512110320180717,SUBSTATION 0730 RN,2018/07/17,2018,7,69109,9316,13.4801545384827,0.847916666666667,2018-07-17,198,7,2018,2018-08-07,22,2148,461.086830240834,97.6363636363636,20.9584922836743,725,1,440.156424581006,155.627538139946,0.214658673296478,94.4833941434797,2018-07-19,-9467100.39316518,5041074.012178,425273.073772607,113936.861186661,44827.8611866612,0.68125,64.865446159923,132911.667364053,15562.7538139946,46108.6830240834,33.7523277467412
"59",144480,31983,2018_9269275_BRUNEAU,"000226",Bruneau,WF,61691,L,false,2018/07/24 18:41:00+00,205,,0,Brush (2 feet),,9269275,0,,,US/Mountain,Murphy Hot Springs,,12 miles northwest of Murphy Hot Springs.,ID,1750000,2018,FS,2,0,0,2,0,0,,,2018/07/28 17:15:00+00,2018_000226_BRUNEAU,7,,10,,5,57,356.666666666667,16,2018/07/25 19:00:00+00,206,66.5,2018/07/25 19:00:00+00,206,2018/07/27 15:30:00+00,208,45500,2018/07/25 19:00:00+00,206,3,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400308546],1,['ID4204811559720180724-BRUNEAU'],205,209,['Natural'],60872.7,"[{'ID': 400308546, 'MTBS_ID': 'ID4204811559720180724(BRUNEAU)', 'COORDS': (42.0481, -115.5969), 'CAUSE': 'Natural', 'SIZE': 60872.7, 'DISC': 205, 'CONT': 209.0}]","[(42.0481, -115.5969)]",1,1,1,400308546,42.0481,-115.5969,ID4204811559720180724(BRUNEAU),"(42.0481, -115.5969)",-115.59,42.04,ID,ID4204811559720180724,BRUNEAU,2018/07/24,2018,7,87679,25988,29.639936586868,0.778472222222222,2018-07-24,205,7,2018,2018-08-06,14,1438,308.679172200335,102.714285714286,22.0485123000239,920,1,712.561891515994,197.485979432759,0.214658673296478,152.957590274452,2018-07-26,-9540303.8023766,4682469.96958539,185309.086611165,76276.1668465637,11402.8331534363,0.611805555555556,13.0052043858122,89121.8878420429,19748.5979432759,30867.9172200335,63.9777468706537
"60",144795,31920,2018_9254001_SOUTH SUGARLOAF,"010299",South Sugarloaf,WF,233458,L,false,2018/08/17 17:47:00+00,229,,0,Brush (2 feet),,9254001,8,,,PST8PDT,,,"20 miles SW of Owyhee, Nv",NV,12850000,2018,FS,14,0,0,14,2,0,0,0,2018/10/10 18:30:00+00,2018_010299_SOUTH SUGARLOAF,56,0,116,1,100,82,4094.79444444444,5,2018/08/25 19:00:00+00,237,261.345238095238,2018/08/28 17:00:00+00,240,2018/08/27 17:00:00+00,239,71188,2018/08/26 17:00:00+00,238,10,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400301145],1,['NV4181211632420180817-SOUTH SUGARLOAF'],229,283,['Natural'],233458.32,"[{'ID': 400301145, 'MTBS_ID': 'NV4181211632420180817(SOUTH SUGARLOAF)', 'COORDS': (41.81166667, -116.3238889), 'CAUSE': 'Natural', 'SIZE': 233458.32, 'DISC': 229, 'CONT': 283.0}]","[(41.81166667, -116.3238889)]",1,1,1,400301145,41.81166667,-116.3238889,NV4181211632420180817(SOUTH SUGARLOAF),"(41.81166667, -116.3238889)",-116.32,41.81,NV,NV4181211632420180817,SOUTH SUGARLOAF,2018/08/17,2018,8,241426,7968,3.30039018167057,0.740972222222222,2018-08-04,216,8,2018,2018-09-03,31,4192,899.849158458834,135.225806451613,29.0273922083495,969,1,482.868797709924,208.004254424287,0.214658673296478,103.651975492677,2018-08-28,-9618140.33875328,4639845.19966482,493779.355818693,222357.22630097,19068.7736990299,13.5743055555556,7.89839275762754,258976.891790798,20800.4254424287,89984.9158458834,23.1154580152672
"61",145639,31642,2018_9186680_POLE CREEK,"000971",Pole Creek,WF,102191,L,false,2018/09/06 11:39:00+00,249,,0,Timber (Litter and Understory),,9186680,3,,,US/Mountain,Nephi,,"12 miles NE of Nephi, UT.",UT,29100000,2018,FS,1,0,0,1,0,0,0,0,2018/10/08 17:00:00+00,2018_000971_POLE CREEK,30,4425,2600,,2600,104.166666666667,8149.775,7.83333333333333,2018/09/30 19:00:00+00,273,522.875,2018/09/20 16:00:00+00,263,2018/09/21 16:00:00+00,264,29354,2018/09/14 16:00:00+00,257,15,"['C', 'C', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",C,FS,93.3333333333333,[400302700],1,['UT3980611166020180906-POLE CREEK'],249,251,['Natural'],102191,"[{'ID': 400302700, 'MTBS_ID': 'UT3980611166020180906(POLE CREEK)', 'COORDS': (39.80583333, -111.66055559999998), 'CAUSE': 'Natural', 'SIZE': 102191.0, 'DISC': 249, 'CONT': 251.0}]","[(39.80583333, -111.66055559999998)]",1,1,1,400302700,39.80583333,-111.6605556,UT3980611166020180906(POLE CREEK),"(39.80583333, -111.66055559999998)",-111.66,39.8,UT,UT3980611166020180906,POLE CREEK,2018/09/06,2018,9,102426,235,0.229433932790502,0.485416666666667,2018-09-09,252,9,2018,2018-09-28,20,2240,480.83542818411,112,24.0417714092055,679,1,378.75625,145.753239168308,0.214658673296478,81.303314127749,2018-09-15,-9499995.59603867,4440620.73155782,416022.819442049,118816.838481434,16390.8384814344,2.68125,16.0026150405507,138585.835978173,14575.3239168308,48083.542818411,30.3125
"62",146675,31799,2018_9220077_CAMP,"016737",CAMP,WF,153336,U,false,2018/11/08 08:29:00+00,312,,85,Chaparral (6 feet),"Grass, Brush and Timber",9220077,3,,,PST8PDT,,,"CONCOW, TOWN OF PARADISE, MAGALIA, BUTTE CREEK CANYON, BUTTE VALLEY",CA,102843527,2018,FS,18118,102,489,18804,528,13983,0,85,2018/11/25 19:30:00+00,2018_016737_CAMP,38,0,17500,2000,15500,303.75,54166.3443140193,14.5,2018/11/09 07:45:00+00,313,2405.76515151515,2018/11/16 19:30:00+00,320,2018/11/16 19:30:00+00,320,52000,2018/11/09 07:45:00+00,313,8,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400307281],1,['CA3982012144020181108-CAMP'],312,329,['Power generation/transmission/distribution'],153336,"[{'ID': 400307281, 'MTBS_ID': 'CA3982012144020181108(CAMP)', 'COORDS': (39.8139, -121.4347), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 153336.0, 'DISC': 312, 'CONT': 329.0}]","[(39.8139, -121.4347)]",1,1,1,400307281,39.8139,-121.4347,CA3982012144020181108(CAMP),"(39.8139, -121.4347)",-121.44,39.82,CA,CA3982012144020181108,CAMP,2018/11/08,2018,11,153687,351,0.228386265591755,0.353472222222222,2018-11-01,305,11,2018,2018-12-02,32,2224,477.400889411366,69.5,14.9187777941052,1010,1,582.273381294964,216.805260029442,0.214658673296478,124.990031524631,2018-11-10,-10394652.4516541,4423014.84832976,347396.537395889,117968.146777996,35718.8532220044,7.18680555555556,23.2412977167909,137599.024045282,21680.5260029442,47740.0889411366,45.4136690647482
"63",146726,31801,2018_9222426_WOOLSEY,"091023",WOOLSEY,WF,96949,U,false,2018/11/08 16:30:00+00,312,,3,Brush (2 feet),,9222426,3,,,US/Pacific,Simi Valley,,North of Malibu and south of Simi Valley,CA,56943320,2018,FS,1567,11,284,1643,91,1195,0,3,2018/11/26 20:00:00+00,2018_091023_WOOLSEY,28,104621,57000,500,51500,228,30160.3928571429,13,2018/11/11 19:30:00+00,315,1823.71428571429,2018/11/10 20:00:00+00,314,2018/11/12 19:45:00+00,316,35000,2018/11/10 07:30:00+00,314,4,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400307326],1,['CA3424011870020181108-WOOLSEY'],312,326,['Missing data/not specified/undetermined'],96949,"[{'ID': 400307326, 'MTBS_ID': 'CA3424011870020181108(WOOLSEY)', 'COORDS': (34.24, -118.6997), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 96949.0, 'DISC': 312, 'CONT': 326.0}]","[(34.24, -118.6997)]",1,1,1,400307326,34.24,-118.6997,CA3424011870020181108(WOOLSEY),"(34.24, -118.6997)",-118.7,34.24,CA,CA3424011870020181108,WOOLSEY,2018/11/08,2018,11,97962,1013,1.0340744370266,0.6875,2018-11-04,308,11,2018,2018-11-19,16,1667,357.836008385228,104.1875,22.3647505240768,888,1,674.712057588482,190.616901887272,0.214658673296478,144.83279513908,2018-11-10,-10952944.2750702,3785959.86310387,254797.994090317,88423.0668520318,9538.93314796823,4.52083333333333,9.73738097218128,103245.633631536,19061.6901887272,35783.6008385228,53.2693461307739
"64",151547,32299,2019_10687129_SHEEP,"81",Sheep,WF,112106,L,false,2019/07/22 19:09:00+00,203,,0,Tall Grass (2.5 feet),,10687129,0,,,,,,"Ten miles south of Mud Lake, Idaho.",ID,710000,2019,FS,1,0,0,1,0,0,,,2019/07/26 18:00:00+00,2019_81_SHEEP,7,,1000,1000,,5,262,1,2019/07/23 19:30:00+00,204,49,2019/07/24 17:30:00+00,205,2019/07/24 17:30:00+00,205,97500,2019/07/23 19:30:00+00,204,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400508285],1,['ID4371511252320190722-SHEEP'],203,207,['Natural'],112106.7,"[{'ID': 400508285, 'MTBS_ID': 'ID4371511252320190722(SHEEP)', 'COORDS': (43.7147, -112.5228), 'CAUSE': 'Natural', 'SIZE': 112106.7, 'DISC': 203, 'CONT': 207.0}]","[(43.7147, -112.5228)]",1,1,1,400508285,43.7147,-112.5228,ID4371511252320190722(SHEEP),"(43.7147, -112.5228)",-112.5228,43.71478,ID,ID4371511252320190722,SHEEP,2019/07/22,2019,7,107233,4873,4.54431005380806,0.797916666666667,2019-07-21,202,7,2019,2019-07-29,9,1679,360.411912464786,186.555555555556,40.0457680516429,1156,1,924.752233472305,248.145426330728,0.214658673296478,198.506087565119,2019-07-24,-9071431.33325034,4855748.92556683,244581.114326723,89059.5856296109,18173.4143703891,1.63125,16.9475948359079,103985.742581204,24814.5426330728,36041.1912464786,68.8505062537224
"65",151944,32579,2019_10723236_POT HOLE,"247",Pot Hole,WF,69704,U,false,2019/08/06 14:19:00+00,218,,0,Short Grass (1 foot),,10723236,0,,,US/Mountain,,,South of Hammett 10 miles.,ID,600000,2019,FS,0,0,0,0,0,0,,,2019/08/08 18:45:00+00,2019_247_POT HOLE,3,,,,,11.5,108.416666666667,8.5,2019/08/06 20:30:00+00,218,46.6666666666667,2019/08/06 20:30:00+00,218,2019/08/07 19:00:00+00,219,44704,2019/08/07 19:00:00+00,219,1,"['FS', 'FS', 'FS']",FS,FS,100,[400508308],1,['ID4277711552420190806-POT HOLE'],218,220,['Missing data/not specified/undetermined'],67069.5,"[{'ID': 400508308, 'MTBS_ID': 'ID4277711552420190806(POT HOLE)', 'COORDS': (42.7769, -115.5239), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 67069.5, 'DISC': 218, 'CONT': 220.0}]","[(42.7769, -115.5239)]",1,1,1,400508308,42.7769,-115.5239,ID4277711552420190806(POT HOLE),"(42.7769, -115.5239)",-115.5239,42.77694,ID,ID4277711552420190806,POT HOLE,2019/08/06,2019,8,67826,1878,2.76884970365347,0.596527777777778,2019-08-05,217,8,2019,2019-08-15,11,826,177.30806414289,75.0909090909091,16.118914922081,710,1,615.985472154964,152.407658040499,0.214658673296478,132.226624222689,2019-08-08,-9453664.32438588,4738067.49556874,235378.859996196,43813.7091900289,24012.2908099711,1.42986111111111,35.4027818387802,51376.3314089864,15240.7658040499,17730.806414289,85.956416464891
"66",158780,33912,2020_11759516_MEADOW VALLEY,"040076",Meadow Valley,WF,59265,H,false,2020/07/07 20:29:00+00,189,,0,Tall Grass (2.5 feet),"25 miles S of Caliente, NV.",11759516,0,,,US/Pacific,Caliente,,"25 miles south of Caliente, Nevada in the Meadow Valley Wilderness",NV,2800000,2020,FS,0,0,0,0,0,0,,,2020/07/14 18:00:00+00,2020_040076_MEADOW VALLEY,9,,12,,6,74,941.233333333333,19,2020/07/10 16:15:00+00,192,175.9,2020/07/10 16:15:00+00,192,2020/07/11 16:45:00+00,193,33763,2020/07/08 17:00:00+00,190,4,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400642544],1,['NV3716311461020200708-MEADOW VALLEY'],189,196,['Missing data/not specified/undetermined'],59265,"[{'ID': 400642544, 'MTBS_ID': 'NV3716311461020200708(MEADOW VALLEY)', 'COORDS': (37.16250543, -114.6103448), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 59265.0, 'DISC': 189, 'CONT': 196.0}]","[(37.16250543, -114.6103448)]",1,1,1,400642544,37.16250543,-114.6103448,NV3716311461020200708(MEADOW VALLEY),"(37.16250543, -114.6103448)",-114.610333,37.1625,NV,NV3716311461020200708,MEADOW VALLEY,2020/07/08,2020,7,59254,11,0.0185641475680967,0.146527777777778,2020-07-04,186,7,2020,2020-07-14,11,899,192.978147293533,81.7272727272727,17.5434679357758,794,1,709.674082313682,170.438986597403,0.214658673296478,152.33769698235,2020-07-09,-10140757.0829968,4141784.02939731,129727.560627823,47685.8650869685,11568.1349130315,3.68680555555556,19.5229603284697,55878.6608527987,17043.8986597403,19297.8147293533,88.3203559510567
"67",159368,34283,2020_11856938_CAMERON PEAK,"000636",Cameron Peak,WF,208913,U,false,2020/08/13 14:48:00+00,226,,0,Timber (Litter and Understory),,11856938,106,,,US/Mountain,,,"15 miles SW of Redfeather Lakes, CO",CO,133300000,2020,FS,461,17,4,444,0,224,0,0,2020/12/05 11:00:00+00,2020_000636_CAMERON PEAK,121,8227,51220,4,51220,917,37110.8464285714,13,2020/10/10 17:30:00+00,284,646.163492063492,2020/10/30 18:00:00+00,304,2020/10/17 18:30:00+00,291,55649,2020/09/07 17:45:00+00,251,65,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,8.26446280991736,[400639035],1,['CO4060910587920200813-CAMERON PEAK'],226,337,['Missing data/not specified/undetermined'],208913,"[{'ID': 400639035, 'MTBS_ID': 'CO4060910587920200813(CAMERON PEAK)', 'COORDS': (40.60870647, -105.8792104), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 208913.0, 'DISC': 226, 'CONT': 337.0}]","[(40.60870647, -105.8792104)]",1,1,1,400639035,40.60870647,-105.8792104,CO4060910587920200813(CAMERON PEAK),"(40.60870647, -105.8792104)",-105.8792,40.6087,CO,CO4060910587920200813,CAMERON PEAK,2020/08/13,2020,8,208910,3,0.00143602508257144,0.616666666666667,2020-08-13,226,8,2020,2020-11-19,99,3461,742.933668279109,34.959595959596,7.50438048766776,720,1,236.159202542618,154.554244773464,0.214658673296478,50.6936211045524,2020-09-10,-8920854.70037877,4514287.45348576,746628.099042878,183582.624100109,25327.3758998908,0.45,12.1235823559862,213891.921606869,15455.4244773464,74293.3668279109,20.8032360589425
